id,tweet,subtask_a,subtask_b,subtask_c
89171,i have to be a smart ass some way man shrugging light sk in tone face with tears of joy,OFF,TIN,IND
27077,conservatives,NOT,,
30254,just another reason she is vile,OFF,TIN,IND
81605,imagine being stupid face with steam from nose,OFF,TIN,IND
83023,literally you are literally a crazy person,OFF,TIN,IND
85812,do they drug test in tennis she is on some serious hormones or testosterone,OFF,UNT,
16574,wow antifa turning on her to o,NOT,,
15191,there is only one king goat,NOT,,
99060,a bunch of overpaid liberals whining about how horrible everything is they should get together with nfl players and try getting a real job zero interest in them giving their friends pointless awards,OFF,TIN,IND
76378,crazy thing is people naming big and pac as greats but forgetting the true underground rap legends like l i still play his shit,OFF,TIN,IND
60631,i am pretty sure most of your maga supporters do not have any new found wealth i assume you are referring to your fellow billionaires that you gave a huge tax break to,OFF,TIN,GRP
42081,this shit is stage d dude did not even hit him,OFF,TIN,IND
12535,hmmm was nfl on tv today did not even search watched tennis amp baseball not one of them kneeled will not be watching next week either,NOT,,
41114,rescue conservatives from it is own demons who are the two or three most notorious serial abusers of women in the last years hint they we are not gop did they ever face consequences,OFF,TIN,GRP
75340,now i know you are having a laugh do you really believe that the media are not picking on him as for getting his shit together what shit would that be,OFF,TIN,IND
75196,boy hollywood sure does like to look like fools all the time wait until they find out it is a big hoax manufactured by liberal s think they will apologize to kavanaugh no way,OFF,UNT,
55164,retweet this times,NOT,,
50550,i am trying to make a point many people who hate the liberal and ndp party are conservatives and all conservatives care about is money they do not have to ruin the environment and discriminate against others because of money,NOT,,
73285,please show me your post where you said the same thing about conservatives targeted by antifa and other leftist friends of yours face with rolling eyes hypocrite,OFF,TIN,GRP
27034,ironicnews conservatives who complain liberals go pants on fire about trumppocalypse am now mad at obama for something him not said,NOT,,
70445,it is horrific adam look at the way the conservatives endorsement of or ban has been waved through it should be a source of national shame but it is the norm,NOT,,
18455,ha ha face with tears of joy trump is still winning it is fun to watch the liberals literally go insane,OFF,TIN,GRP
82094,he said he is thrilled to be a part of the ownership group,NOT,,
10299,you are good candy you are good rolling on the floor laughing rolling on the floor laughing,NOT,,
48443,i seems hannity has been a client of the bunny bar at the bunny ranch for years he allegedly recruits fox talent and guest speakers from there,NOT,,
25430,she is a piece of garbage i cannot believe the hatred those bitches on the view have for trump and abc let us them spew this garbage on a daily basis disgusting boycott the view boycott abc to o i have amp damn proud of it,OFF,TIN,IND
84989,do it shithouse,OFF,UNT,
32339,man i hope they say if he is playing or not on saturday,NOT,,
75039,i will never understand the anti antifa sentiment there is only alternative to being opposed to fascism fighting against fascists is not akin to the racist violence of the kkk or to making death threats against a woman who is come forward regarding her abuse,NOT,,
55997,after listening to your well thought out arguments on gun control i would like to respond to your key points with my counter argument i do not like your gasses,OFF,TIN,IND
59433,do you support our potus please help by re tweeting and following after voting long live usa smiling face with heart eyes maga,NOT,,
67503,million health care for all gun control for msd students food for the hungry wait did we get the ostrich jacket gop is it time yet,NOT,,
31721,always allege that she is a poor girl and with tenacity and efforts win over this position for future congresswoman if she win,NOT,,
59336,you live in the big dick part cause your gay,OFF,TIN,IND
37881,he is the worst person,OFF,TIN,IND
35439,evil,NOT,,
42038,no liberals just state they believe her because she is a woman and democrat they state they do not believe kavanaugh because he is a man and should shut up they probably believe oj,OFF,TIN,GRP
52432,trump gifted the with goptaxscam the biggest wealth grab in modern history yet trump supporter dopes prefer to vote against their best interests so perhaps you cannot fix stupid maga united states,OFF,TIN,OTH
15934,you should take this picture down you destroyed one of my all time favorite comedian actors,NOT,,
64085,the blatant abuse of the metoo is really disturbing no good reason to automatically place a guilty stamp on someone over unfounded allegations most importantly it unfairly strips credibility from the women who actually suffered and demand real justice bullshit maga,NOT,,
70044,he spelled big dick wrong,OFF,TIN,IND
31538,welcome back to parliament federal liberals violated own fundraising rules cdnpoli ethics,NOT,,
55961,happy belated birthday sexy man grimacing face,NOT,,
64544,i had no idea all republicans we are nazi racists till trump got elected imagine my surprise i am native american so i took it hard finding out i was a racist was despondent went around punching out antifa to work through my depression,OFF,TIN,GRP
66218,eric may be jail for you,NOT,,
37552,cnn fake news,OFF,TIN,OTH
74401,do it q fire rosenstein lisa page peterstrzok maga lockherup qanon q clearance patriot q clearance america first u uranium one lockherup already uranium one deal,NOT,,
96287,he is the gawd father of fux news,NOT,,
65950,you are a genuinely cool dude,NOT,,
22677,did not a woman beat her huh,NOT,,
31987,she is a fake a fraud and a democrat activist plant she is a tool to try to derail the process and then to later drum up votes for democrats claiming conservatives do not care about victims if democrats cared if they would not cheapen real victims with fakes,OFF,TIN,IND
16203,you are very right so here comes the question what is the use of the fame when your localities struggles for survival,NOT,,
31284,how is what she is do in g patriotic i mean you re basically saying it is a political act against the nominee like she waited to come forward until it would cause max damage i m not saying she is lying at all but what you are saying is crazy,NOT,,
25642,it is the antifa gang,NOT,,
57417,poor she is a rager and a shamer sad,OFF,TIN,IND
59699,he should have tried that on obama after he gp sent millions to iran which has been traced to terrorists unbelievable,NOT,,
34072,i think he is right behind trump,NOT,,
20846,well you are dumped,NOT,,
88220,becoming a woman,NOT,,
57355,can we start shooting the blue thugs then going through their shit and saying that is why they died cuz this is fucking infuriating wtf does it matter there is pot in his home what is in her home she is the guilty one not him,OFF,TIN,GRP
49644,i have dick durbin that is not gonna happen blame shit cago that is what i do,OFF,UNT,
14304,she is clothed with strength and dignity and laughs without fear of the future proverbs two hearts,NOT,,
49214,ib you ass watch how you speak on my name face with tears of joy face with tears of joy,OFF,TIN,IND
22000,warriors coach fundraising for gun control brady pac,NOT,,
91626,lmao i have it to o shitty quality but i do not mind it either the lowlands one sounds better thumbs up light skin tone,OFF,UNT,
41814,how so,NOT,,
39571,i looked over your record since getting a law degree and see absolutely nothing meritorious or significant you are one of the least accomplished individuals i have reviewed what do you think you have done worth noting anything,NOT,,
68305,i will not submit to accuser leftist liberals demon rats plantations mind control agenda globalist puppet metoo movement hollyweird snowflakes pedowood was scum,OFF,TIN,IND
32273,you need to see a doctor my man,NOT,,
87097,she is a lost soul who has to follow the party line i also believe she has sold her soul for the lousy pieces of silver from the guidance of her horrible mother,OFF,TIN,IND
31566,why is not peter str zok and lisa page in jail they are traitors to the united states and it is people the us does not have a two tiered system for lawbreakers lock them all up deep state dra in the swamp maga walk away impeach jeff sessions doj,OFF,TIN,GRP
70870,the merged with antifa winking face,NOT,,
59866,refuses to release thousands of documents what are they hiding consistent decisions against women s rights civil rights gun control immigration health care and financial problems who paid off his debt why would anyone vote to confirm,NOT,,
66613,the tory country first is what meant the rest can still suffer austerity that was caused by the rich banks parasitic tories always have been amp always will be the evil party that is the,NOT,,
34204,your disrespect for those that make real sacrifices to defend our freedom is appalling is a punk,OFF,TIN,IND
68239,i want you to want me when you are clear headed her eyebrows rose in question and challenge waiting for his response,NOT,,
46160,gun control advocacy is itself contrary to the single most important natural right enshrined and protected by our constitution any attempt to circumvent freedom is radical see simple and i did not even have to invent any nonsense words,NOT,,
34365,the y will never get enough antifa who even know where the library is i think we can relax smiling face with smiling eyes,NOT,,
81720,hope you are ok my man,NOT,,
54674,we conservatives love him no matter how stupid it makes us him look yee haw,OFF,TIN,OTH
79001,cause you sweet lil nigga,OFF,TIN,IND
57631,gun control gun control cha lenge if you truly belive in gun control i cha lenge you to learn and understand what gun control is take a conceal carry course then spend enough time on a certified gun range to famile rize yourself with firearms and learn what gun control truly is,NOT,,
25991,disgusting,OFF,UNT,
38525,what was this young lady doing in a room with two boys blackmail brett kavanaugh high school confessions confirm judge kavanaugh confirm judge kavanaugh boycott the view boycott nfl boycott nike maga,NOT,,
77275,blame the rush feinstein she sat on this for two months you and your party drove this timeline on purpose live w it i hope someday someone accuses you of something and you watch your entire life s work disappear he is a person w a family remember that,NOT,,
87329,i think you say and write more intelligent commentary than most of the hosts at msnbc fake liberals with big corporate blind spots,OFF,TIN,GRP
21009,i think knows what he is doing it is a lose lose proposition no matter what he does kind of like being a referee at a dog fight i will reserve judgement until monday i definitely see where you are coming from maga kag kavanaugh confirmation,NOT,,
42807,you are you ever going to listen to a different song me no * turns up volume *,NOT,,
91853,unless you are your knee will not be the same,NOT,,
21804,nah i am okay lol i am going to watch on my block until a new season smiling face with heart eyes,NOT,,
89889,all trump s and pense merch is being made is china and not the usa maga votethemout trumps army,OFF,TIN,IND
99791,liberal s rule if liberal man accused of sexual assault or rape viciously attack accuser keith ellison bill clinton rule if republican man accused viciously attack man and praise accuser,NOT,,
69325,i had faith that you we are going to win that last battle but sparking instant transmission goku is the god of legends and i am telling you he is outstanding thumbs up thumb s up thumb s up thumb s up,NOT,,
82452,the y are just wasting their money dims do not read books and conservatives do not read smut,NOT,,
87202,thank you for this tweet give them a call,NOT,,
17949,he is poor,NOT,,
83989,i hope he is found best wishes to you and your family,NOT,,
66263,yay awesome united states heart suit smiling face with sunglasses backhand index pointing left thumbs u p maga united states heart suit united states rep power vote heart suit united states strengthened by power prayers united states thumbs up red tsunami heart suit,NOT,,
90034,and then same liberals we are accusing falsely in kathua case while hiding in shithole right now,OFF,TIN,GRP
66011,i believe soros is also the main financier or his socialist organizations are of the antifa protestors more paid actors thumbs down astonished face,NOT,,
96790,man they should really consider some type of gun control,NOT,,
68297,a who re s book being published all the looney liberals run out and buy it,OFF,TIN,GRP
22391,quebec election liberals promise more money to buy electric cars,NOT,,
50653,she just sounds like she does not need to be a cop not everyone is cut out for it i think she got startled when he opened the door and in that short moment of panic pulled her gun and shot horrible i just think she is not made to stay calm in situations,NOT,,
58759,there has to be a way where conservatives who look the other way and approve of sexual assault and victim shame to endorse their political agenda and hatred are held accountable why do not you sign your name so you can be held accountable for your lies,OFF,TIN,IND
20238,he probably gets paid to say that with and assurances that he will not be called an islamophobe pfffft it is a fake word justin is an idiot and he is destroying canada one refugee at a time,OFF,TIN,IND
34035,your sister brie is s perfect wife and mom who loves and respect her husband she is not like you and you always loves to grab or grind with other men,NOT,,
73626,i am convinced that there is a hell of a lot more liberals of the type that a conservative could have a real conversation with and vice versa than either would admit the whack job commies scare the shit out of everybody it is about time we started talking,OFF,TIN,OTH
73986,now finish your juice box and get out your nap mats,NOT,,
27243,obviously it is antifa who is threatening her to force her to continue the charade,OFF,TIN,IND
34394,she was drunk this rape is her fault he was drunk this rape is not his fault said no one except the crying liberals making more stuff up you guys are laughable,NOT,,
81548,oh the dem candidates do have clearly stated policy proposals one involves rational gun control when elected they will not vacillate like trump you and are done deceiving america,OFF,TIN,IND
14142,it is not a conservative semantic argument it is a stretch meant to incite emotions with inflated school shooting statistic people hear school shooting and without reading they are meant to think of parkland and begin their predictable howls for gun control someone was,NOT,,
11880,do not forget,NOT,,
46391,scientific breakthrough origins of discovered talklikea pirate day,NOT,,
74896,completely agree i grew up around guns and there are plenty of responsible gun owners who fully support strict gun control laws i am absolutely one of the m,NOT,,
21752,shooting stars are pretty,NOT,,
53300,she is epitome of how low the left goes sewers do not go that low people walkaway,NOT,,
98979,doug ford should in no way think that he has carte blanche to make whatever changes benefit him personally and satisfy his need for vengeance against the people of toronto shame what he is doing is not democracy,OFF,TIN,IND
63417,will antifa fill the streets when kavanaugh is confirmed,NOT,,
73561,kavanaugh on gun control again raises his residence in the dangerous dc area his exposure to gun violence in bethesda is like calling yourself gangsta because you live in beverly hills,OFF,TIN,GRP
33773,well he is closer to lincoln than you are,NOT,,
40316,turn them loose and see what happens to her city people like her is what gives the democrats a bad name she is risking the entire population of atlanta wonder how the citizens like it we will see at the ballot box,OFF,TIN,GRP
86852,in legislature you are very rude you are out of mind and out of control take some pills to relax you fight for councillors salary of k did you ever fight for my salary get lost,NOT,,
68220,aaron has barely been in it this last year he is in a few episodes then he is sent out of town for a few weeks robert had that story with the whites,NOT,,
49777,liberals also probably need more culturally aware trolls,OFF,TIN,GRP
55748,credibly accused is a antifa mob dog whistle we heard and we are cocked and loaded,NOT,,
51684,good god woman shut up if you liberals really believed this would have spoke out against this the day she received the letter,OFF,TIN,IND
20253,you are a sorry excuse of a rep i hope that your district votes accordingly you need to go your nose is so brown it will never be clean,OFF,TIN,IND
97963,this lady nails it down arrow brexit seems to have unleashed an angry incivility unless moderate one nation stand up amp fight for a sensible moderate br exit for me that is efta we risk becoming a hardbrexit party rejected by moderates amp replaced by corbyn,NOT,,
59520,does not bother me i will always believe there was more to that story and the father had a part in it some how,NOT,,
34759,or perhaps it is because he is gone eyes,NOT,,
78862,she is selling her pucker nationally,NOT,,
24925,like the way antifa does or mad maxine,NOT,,
67730,i figured it out r amp d face with tears of joy,NOT,,
98174,why are they there it seemed like they are brainwashed,OFF,TIN,GRP
94151,he is a patriot according to the left,NOT,,
31966,graham you are on the wrong side of history,NOT,,
51630,he is such a jerk off what about what the did to sarah sanders and all the other women in trump s cabinet including pam bondi ect oh yeah they do not count because there not democrats or liberals hes an idiot,NOT,,
26179,you know man dni know you are on the verge from my education sato chi data,NOT,,
10142,he should not have a job after this but i guess he is the lap dog of some bigwig in broadcasting,OFF,TIN,IND
75090,it is scary stuff to see how dedicated you are to preventing people s access to resources during a crisis,OFF,TIN,IND
47549,the truth for the gun control anti a,OFF,TIN,IND
39243,yes he is and the democrats hate it,OFF,TIN,IND
28588,the y are hot bro,OFF,UNT,
76232,antifa democrats dixiecrats kkk,NOT,,
89589,i just blocked asses,OFF,UNT,
33958,he is already on betfair exchange but not on sport books,NOT,,
10843,just look at the ass and keep it moving woman facepalming medium skin tone,OFF,TIN,IND
17619,bt ass malfunction,OFF,UNT,
52231,he is very scared that he will loose yay,NOT,,
16364,jonathan haidt s the righteous mind should be required reading in high school parts of the book elucidate exactly the problem conservatives like shapiro contend with they think everyone think s acts like they believe they do making choices rationally and on principle,NOT,,
93580,burn your nike gear everyone i know is done buying nike oops conservatives are the ones buying from nike after all we r the ones making the money there is way way more of us middle finger nike,NOT,,
42068,well said sorry geoff you are wrong absolutely no comparison,NOT,,
17545,it is like some people are acting like anti fa thinking face thinking face thinking face,NOT,,
33449,the first person got it by having sex with animals,OFF,UNT,
90910,yeah i bought su mn from the m tired of morphe face with rolling eyes,NOT,,
86697,she is,NOT,,
95046,you are making crap up no dem i know wants to abolish ice we do not believe rich people should be the ones getting tax breaks bankrupt medicare total nonsense you lie as much as trump,OFF,TIN,IND
34254,this would not have become a issue if he had not been choosen for supreme court that is a fact shows liberals for what they are,NOT,,
78441,dna testing i thought that was the obvious answer i would not even want to consider what the snowflakes would say if border protection detained or released a child with a pedophile or child trafficker but i take it ed does not care,OFF,TIN,IND
79236,libertarian weed smoking conservatives who let women make their own choices hmmm sounds good to me almost a modern take on an aging conservative party,NOT,,
26617,patty you are injury prone like me grinning face with sweat,NOT,,
63854,i just threw up in my mouth lockherup maga,OFF,UNT,
20674,bono is an idiot,OFF,TIN,IND
32580,bit chc i am uwuing,OFF,UNT,
71821,the fact that you equate smoking reefer with sexual assault tells me everything i need to know about you you maga bot types are completely at sea when it comes to basic human decency like your president,OFF,TIN,GRP
57652,gun control will not stop gun violence,OFF,TIN,IND
77328,those liberals are kinky people,OFF,TIN,GRP
28562,is mentally disturbed,OFF,TIN,IND
66474,european liberals and conservatives must stand together against populism,NOT,,
61247,yes she did she has sat in on many public hearings including facebook she is a ploy,NOT,,
50663,he is a detective so i mean i guess they could work together,NOT,,
47365,did someone say meth course,NOT,,
10725,gun control is never sensible,OFF,TIN,GRP
42312,* he starred in two movie and drama tv series while it is impossible not to notice his str in kingly handsome looks it is what lies beneath what define who he is in conclusion if english is a common working language in asia for regional cooperation and development,NOT,,
86853,whati learned today liberals are the scum of the earth absolute treason,OFF,TIN,GRP
82395,thank you my lovely you are beautiful too purple heart purple heart,NOT,,
33730,the y are doing it deliberately get rid of the minions problem solved they could not give a monkeys,NOT,,
78965,or the ones we lose when the nra challenges reasonable gun control measures as un constitutional as they did the new laws that the parkland kids helped get passed in fl,NOT,,
78734,why do liberals shout and hang their mouths open slack jaws,NOT,,
65599,top excuses liberals use when they are losing and desperate racism sexism russia guns the rich vote democrats out america does not need loser leaders and whiners,OFF,TIN,GRP
89720,she is a master at twisting words and meaning,NOT,,
94939,liberals would not know the first thing about doing the right thing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing middle finger medium light skin t one middle finger medium light skin tone middle finger medium light skin tone middle finger medium light skin t one middle finger medium light skin tone,OFF,UNT,
67720,the deception and dirty tricks happened when refused protocol and stole a scotus seat from obama conservatives love to fight dirty but then cry foul when others call them on it or play hardball right back at the m bunch of pussies merrick garland resist,OFF,TIN,OTH
98429,rethink stop censoring conservatives,NOT,,
29871,you make no sense antifa is a cut down word for anti fascist nazis are hitler fascists by definition many so called right wingers tend to fascist views trump does just listen to him the so called left is far from fascist,OFF,TIN,OTH
86953,man of steel ok batman v superman ok suicide squad boring justice league bad pensive face man facepalming reboot keep wonder woman as she is do something with time travel or altered timelines or something,NOT,,
45519,we we are tired of gun violence long ago unfortunately the gop has allowed the nra gun lobby to take over the issue many gun owners support some basic common sense gun control but you would not know it from the lobbying,NOT,,
28082,it is a civil war politically by the democrats and a physical war with their brown shirts anti fa,NOT,,
24555,you are devaluing everyone s opinion on the independent article whom agrees with me by saying they are disgruntled students or bots just because they do not put dr in their twitter name it does not mean they have not done deeply important research as you fondly put it,OFF,TIN,GRP
13670,it is good for our gun business more guns sell when these people bring up gun control keep up the great work guns for all,OFF,TIN,IND
85763,sounds to like the fisa court may have a problem to o united states maga united states united states k ag united states united states build the wall united states,NOT,,
93060,feinstein refuses to follow protocol re kavanaugh situation that proves twas a democrat bully tactic to smear the candidate amp delay proceedings and or get him to withdraw sick of it walk away maga,NOT,,
90540,so since dems want stand on a soapbox over kavanaugh exactly when will you be addressing the sexual slush fund covering your back sides maga,OFF,TIN,OTH
81321,an ugly old man trying to make himself relevant again with more lies remember him saying he had a deathbed confession from cia director case y never happened according to the bodyguards in that room should not that be enough to question this morons credibility,OFF,TIN,IND
98488,after which she is thrown under the train,NOT,,
36040,florida watch this group,NOT,,
74479,bitter obama how about seriously worried obama he is the head of all this corruption at fbi and doj,OFF,TIN,IND
22950,he is showing way to others he is a great leader who will be in front line for sacrifice face with tears of joy,NOT,,
28436,i know they be fired up thinking u got a hammer n your pants from how u walk n find out u got a coochie lol,OFF,TIN,IND
80960,i would not mind seeing antifa try this i doubt it is bait either,NOT,,
77652,this is what desperate liberals look like spygate obama gate,NOT,,
59754,devout members of antifa though i am sure,NOT,,
80409,t set years before t in texas t with no skin sent to kill sarah s parents on their isolated farm b she is born sara dad played by arnie fights t n wins but while holding defeated t get sucked to the future explains why t r modeled after arnie looks,NOT,,
69991,light bulb leaks light bulb here are two badges that barbie has recently added to royale high and looks like she is doing something with the autumn town and fantasia get away,NOT,,
95160,the war on free speech antifa amp tech giants,NOT,,
73310,he looks familiar serial female abuser may be,NOT,,
45577,cannot a man call his dog without some old bat bitching about it,NOT,,
32335,none gun control is a proven failure just like in mexico rather we need to reintroduce moral teaching into schools and fix our brocken mental health system,NOT,,
50764,tina she is traumatized and hated by conservatives,NOT,,
44199,you amp your husband are double talking hypocrites we can see right through your gun control facade what you really want is for us to give up our guns while you amp your husband get to keep your guns,OFF,TIN,IND
60013,children should be seen and not heard,NOT,,
65270,i hope that entire police department gets shut the f*ck down obviously you all feel like you are above the law obviously you are incapable of holding your own accountable for breaking the law obviously you undermine everything a police officer amp dept are supposed to be do shameful,OFF,TIN,OTH
98653,i am alright with this if someone is dumb enough to try this then they deserve what ever they get i cannot wait to hear about the first antifa idiot to get blown away after they tried to steal a gun from someone in a stand your ground state face with tears of joy,OFF,TIN,IND
49311,her terms wth she is running the show now so kavanaugh s confirmation hearing is being delayed as the liberals want something is not right thinking face face with raised eyebrow,NOT,,
14880,anne coulter oh and jack abramoff you kids we are stupid enough to be courted by conservatives when they showed up on u s campuses back in so there is two,OFF,TIN,GRP
23255,conservatives are whining there i fixed the typo for you,OFF,UNT,
35539,you must like the antifa style guy you do not know what a decent moral man looks like,NOT,,
37442,tories labour ge conservatives conservatives there sa may since my very first day in downing street i have made it my personal mission to fix our broken housing system doing so underpins so much of what this government is,NOT,,
25326,a bunch of liberal s they cannot deliver,NOT,,
38273,you are very talented clare what else can you make out of paper face with tears of joy face with tears of joy face with tears of joy,NOT,,
82437,why did the ndp and liberals not give doug ford a standing ovation cause it was not worth standing grinning face,NOT,,
78442,minute of truth gun control via,NOT,,
36082,always has been a tory,NOT,,
25631,thy ats what happens when conservatives run the show they are more interested in not requiring regulations that could prevent these things than in doing what is right for the community short term profits are their be all and end all,NOT,,
11565,gt well she is the most kindest person in the universe she has the most beautiful eyes and hair she was the first person to be actually nice to me i only meet her a day ago but i am absolutely smitten,NOT,,
72781,this is all you liberals have because you have been brainwashed to think this way grow up and walk away from democrats,NOT,,
27732,that is heartbreaking to read keep being the best you there are many that will see you in a wow look at what he is doing and light up with pride head high one foot in front of the other,NOT,,
32760,and she is canadian canada,NOT,,
73365,but i am a good woman with a gun,NOT,,
93360,hope you blisters,OFF,TIN,IND
88297,real conservatives are stepping up,NOT,,
41993,any argument with liberals is same as forcing water through the steel their brains are contaminated and the process of healing seems impossible for the m do not waste you precious time and words on the m these are not reasonable people,OFF,TIN,GRP
16544,what did she do the conservatives are no different,NOT,,
63480,i believe you are the peace of shit and you do not deserve a star maga god bless the usa united states and god bless president trump,OFF,TIN,IND
68105,lovely intelligent girl who knows what she is doing at such a young age,NOT,,
34194,wow she is nuts,NOT,,
87260,should of known she would not show up only accuse is in the dems playbook when will people start understanding that the radical have taken over the party confirm kavanaugh maga wednesday wisdom forttrump linewed,OFF,TIN,GRP
91341,if you are hosting them you are at least nominating them for a prize do not be teasers,NOT,,
21448,i am not the one deleting my tweets so people cannot see the unprompted and unwarranted undeserved personal attack you commenced our interaction with and how and why you got so far up my nose that i responded in the kind of language you are clearly more familiar with than i,NOT,,
87291,face with tears of joy you are so extra,NOT,,
27148,she is confused after all she is only a poor struggling socialist,OFF,TIN,IND
14283,can someone tell this dumb we are a republic,OFF,UNT,
42106,black heart dyrus you are a fucking worthless brain dead scum fuck bastard pile of trash mental dick face that should be gunned down in the street like the degenerate you are black heart,OFF,TIN,IND
39916,yes you are very wrong,NOT,,
65293,give me a break,NOT,,
23593,for the kochs and the trumps and the pollutors but not for we the people or students or teachers and let us not even talk about the things that a majority of the american people expect like health c are amp gun control nothing but for and donors,OFF,TIN,GRP
54364,i am not affiliated with any party you do not care if he is innocent or not you are just a party jack of f see how that works,NOT,,
12532,carter was the worst one term president until h was passed for that title by oba our first black racist president kinda like a black jefferson davis,OFF,TIN,IND
45681,everybody criticize our potus and deal with it he will still be prez when you wake up tomorrow morning ha,NOT,,
35087,d they will not be able to make it after january there will be millions homeless and starving you will see a lot more begging on the streets people living in the woods this is so the rich conservatives christians white supremacists maga maga veterans maga talk,NOT,,
91783,hm of course,NOT,,
38468,it was enough to slow her to a stop she yelp ed loudly there is fear in her eyes and thiri um leaking from the gunshot wounds but she is going nowhere i have no desire to die,NOT,,
34758,what is the difference between antifa and the brown shirts nothing,NOT,,
25527,today i am happy for you as you succeed in your work the award you are rewarded is for you effortless trying i wish many more awards in your life it is the beginning of journey and lots of things are yet to achieve congratulation for winning this award dear,NOT,,
58154,i hate politics you cnn are despicable liberals are treating judge kavanaugh like he is some sort of serial rapist that the y have captured at last redwave vote yes innocent until proven guilty,OFF,TIN,GRP
37450,geranium in the cranium please also dredge up some of her ridiculous gun control bills that we are shot down,OFF,TIN,GRP
71969,and here are an antifa group after old boy nazi soros forgot to pay the m,NOT,,
49770,picture of antifa protest,NOT,,
92775,you are pathetic this has nothing to do with him his dad or the wall or mexico this is about sw all well thinking it is ok for liberals to threaten re pubs but not the other away around,OFF,TIN,IND
68130,yes usually in those countries people kill gays cuz religion advise them to do it and try to point this out and antifa will beat you no matter how u try in america to help gay in those countries it will have no effect cuz those ppl hate america,NOT,,
19848,my mom makes literally everyone you are my true mother,NOT,,
38445,dick drunk it is the real deal,NOT,,
85106,did not even watch all liberals on there high horses,NOT,,
92791,i think he is a comrade,NOT,,
80524,yes she is not normal she needs a good mental check,NOT,,
81364,dick durb in is from illinois chicago has the strictest gun control and is a gang and drug killing field,NOT,,
92114,tom mar vol lo riddle evan will lose his dick if he fucks around he knows it cause he is already after a lady she nods and looked at evan evan grins at her and stayed silent he did liked to fuck around but he knew he could not hurt his date,OFF,TIN,IND
27374,you defending sex offenders shows you for who you are i do not waste my time with your types,OFF,TIN,IND
93437,wow you are exactly like anti fa you say you are against radical influences but you are the most radical of all de platforming anyone that disagrees with you did you pull that one straight out of hitler s playbook can you get any more nazi fascist look behind you it is karma,OFF,TIN,IND
84599,she is right liberals do not listen it does not matter what the taxpayer wants trudeau does not listen may be to islam but nothing else,NOT,,
10586,good for you jimmy your one pare will offset the plunge their market shares are about to take,NOT,,
68303,if you are in a state with medical pot go get him some brownies or a tincture it will help,NOT,,
63536,please can i have some of whatever it is you have been smoking that is some top quality shit you are coming out with,OFF,TIN,GRP
96512,is not he about to marry steven baldwin s daughter he will be sporting a maga hat in no time,NOT,,
50222,here he is peaking out of a hizbollah flag,NOT,,
41955,she is a nut case,OFF,TIN,IND
27910,that he is but jace is also worth it the hetero keep winning,NOT,,
46948,rampant crime you mean chicago a dem city that has the highest gun control of the country taking credit for a black man everything fell or stagnated with obama and caging brown families clinton bush and obama did it to a far worst extent and thier illegal so whatever,NOT,,
68914,roden bury was against violence and would have advocated for gun control,NOT,,
74529,i neither side with the klan nor anti fa i stay out of family squabbles dems can clean up their own bastard children perhaps you could clarify how i do t support the th,OFF,TIN,IND
55349,this whole thing has been a sham from the start,OFF,TIN,IND
15290,them dreads be dry as fuck my dude,NOT,,
30832,my prediction brother love breaks in the cell and beats up roman till he is passed out and braun wins aka this is the brother love heel turn and brother love makes his return as manger of braun with ziggler and drew,NOT,,
73169,i am so proud of my colleague anjali van drie she is such a deserving recipient of the florida association for behavior analysis charles kimber public service award aba leadership champion for families,NOT,,
17313,same celebrities ready to give harvey weinstein a second chance convinced liberals are evil and must be soundly defeated yet,NOT,,
72264,you are the one that left on his own i am not your daddy to tell you to stay even if i do you will not anyway there is just no in hell way that cerberus would ever be soft to dante and respect him right two can play at this game,NOT,,
27906,do not wor wee gweek i have multiple anxiety s too you are nw ot awone,NOT,,
25339,he thinks he is smart me i do not think that,OFF,TIN,IND
61473,he is spartacus,NOT,,
85999,jack dorsey to his credit has openly acknowledged that he has a culture within his company that is hostile to conservatives now the question is what is he going to do about it,NOT,,
19565,may be whe rw you live or may be conservatives,NOT,,
11531,the argument will be made that the assault was decades ago and there have been no other complaints against kavanaugh but his lying in current and ongoing that is enough to vote against him he is now aligned with trump in the way he handles accusations,NOT,,
28457,have we thought about gun control in uganda do we have records of most of the guns in the country do we have laws controlling our borders who is safe,NOT,,
33268,and let us hope it just gets a lot worse,NOT,,
52242,so that is why he is dead now really fox i would call that completely unrelated this is why blm is neccessary,OFF,UNT,
45210,i am just saying he is not playing like how he should be for the amount he is getting paid i am sorry to let you down,NOT,,
56071,this is not ya finest moment hun try again once you fix ya shit and knock this tweet away,OFF,TIN,IND
66032,i like the way she shows her emotions she is really a queen of hearts love you,NOT,,
22012,i do not believe an elk could grip a rifle even if it could purchase one although you would probably want sensible gun control laws on anything the elk could purchase to defend itself sad,NOT,,
28009,i really hope you are a good man best of luck,NOT,,
25063,cannot argue there,NOT,,
90500,so it is ok for congress to take away the constitution like they did you realize congress just took away all gun control laws when they threw out article sec us constitution all gun control laws come from there,NOT,,
32667,it is funny how you idiot liberals seem to forget when other presidents do the same shit haha,OFF,TIN,IND
10006,drew carry is a piece of canadian s,NOT,,
59424,you are dead to me,OFF,TIN,IND
21920,keep up all you do blair you are an incredible person,NOT,,
54174,amp blocking my way to hap pen is,NOT,,
60654,thank you so much we just spent hour talking he is broken hearted and i hate it so bad for him,NOT,,
