text,character,text_norm,token_text_norm,POS,POS_tagged,f_measure,word_count,length,diag_act,LE_C,TS,mispelled
Is he? I know he can be a bit cheeky at times.MR,PHIL,is he ? i know he can be a bit cheeky at times.mr,know bit cheeky time mr,VBZ PRP . PRP VBP PRP MD VB DT NN NN IN NNS . NN,Is_VBZ he_PRP ?_. I_PRP know_VBP he_PRP can_MD be_VB a_DT bit_NN cheeky_NN at_IN times_NNS ._. MR_NN,50.0,13,48,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",12,1.0,0
This is who she found for us?,RONNIE,this is who she found for us ?,found u,DT VBZ WP PRP VBD IN PRP .,This_DT is_VBZ who_WP she_PRP found_VBD for_IN us_PRP ?_.,28.571428571428577,7,29,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",7,3.0,0
"Look he's dirt, alright, filth Bradley. He's got problems -",JACK,"look he 's dirt , alright , filth bradley . he 's got problems -",look he dirt alright filth bradley he got problem,"VB PRP VBZ NN , NN , NN NNP . PRP VBZ VBD NNS :","Look_VB he_PRP 's_VBZ dirt_NN ,_, alright_NN ,_, filth_NN Bradley_NNP ._. He_PRP 's_VBZ got_VBD problems_NNS -_:",45.45454545454545,11,59,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",9,2.0,0
That's what Selina said.    Told me to ask you.,RONNIE,that 's what selina said . told me to ask you .,thats selina said told ask,DT VBZ WP NNP VBD . VBD PRP TO VB PRP .,That_DT 's_VBZ what_WP Selina_NNP said_VBD ._. Told_VBD me_PRP to_TO ask_VB you_PRP ._.,25.0,10,47,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",9,2.0,0
Go on then.,BRADLEY,go on then .,go,VB IN RB .,Go_VB on_IN then_RB ._.,33.333333333333336,3,11,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",3,1.0,0
Can't it wait till Marie comes in?,JANE,ca n't it wait till marie comes in ?,cant wait till marie come,MD RB PRP VB JJ NNP VBZ IN .,Ca_MD n't_RB it_PRP wait_VB till_JJ Marie_NNP comes_VBZ in_IN ?_.,43.75,8,34,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",7,3.0,0
Please Babe. Don't give up on us right. Just... I'd do anything to prove you can trust me.,MAX,please babe . do n't give up on us right . just ... i 'd do anything to prove you can trust me .,please babe dont give u right id anything prove trust,NNP NNP . VBP RB VB RP IN PRP RB . NNP . . . PRP MD VB NN TO VB PRP MD VB PRP .,Please_NNP Babe_NNP ._. Do_VBP n't_RB give_VB up_RP on_IN us_PRP right_RB ._. Just_NNP ._. ._. ._. I_PRP 'd_MD do_VB anything_NN to_TO prove_VB you_PRP can_MD trust_VB me_PRP ._.,35.0,20,90,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",18,4.0,0
"Perhaps I should cook them something. Like I did for Martin when Auntie Pauline, you know...",IAN,"perhaps i should cook them something . like i did for martin when auntie pauline , you know ...",perhaps cook something like martin auntie pauline know,"RB PRP MD VB PRP NN . IN PRP VBD IN NNP WRB NNP NNP , PRP VBP . . .","Perhaps_RB I_PRP should_MD cook_VB them_PRP something_NN ._. Like_IN I_PRP did_VBD for_IN Martin_NNP when_WRB Auntie_NNP Pauline_NNP ,_, you_PRP know_VBP ._. ._. ._.",40.625,16,92,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",16,3.0,0
That kind of depends on you.,CLARE,that kind of depends on you .,kind depends,DT NN IN NNS IN PRP .,That_DT kind_NN of_IN depends_NNS on_IN you_PRP ._.,83.33333333333333,6,28,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",6,0.0,0
"You haven't fed them, have you? Because I've got plenty in the fridge--Oh.",TANYA,"you have n't fed them , have you ? because i 've got plenty in the fridge -- oh .",havent fed ive got plenty fridgeoh,"PRP VBP RB VBN PRP , VB PRP . IN PRP VBP VBN RB IN DT NN : UH .","You_PRP have_VBP n't_RB fed_VBN them_PRP ,_, have_VB you_PRP ?_. Because_IN I_PRP 've_VBP got_VBN plenty_RB in_IN the_DT fridge_NN --_: Oh_UH ._.",25.0,16,74,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",13,5.0,0
"No, you can't. I'm sorry. It's Jane. I really tried.",STEVEN,"no , you ca n't . i 'm sorry . it 's jane . i really tried .",cant im sorry jane really tried,"DT , PRP MD RB . PRP VBP JJ . PRP VBZ NNP . PRP RB VBD .","No_DT ,_, you_PRP ca_MD n't_RB ._. I_PRP 'm_VBP sorry_JJ ._. It_PRP 's_VBZ Jane_NNP ._. I_PRP really_RB tried_VBD ._.",26.923076923076927,13,52,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",10,2.0,0
"Aren't we? I thought we were, that's why you sold me the car lot.",JACK,"are n't we ? i thought we were , that 's why you sold me the car lot .",arent thought thats sold car lot,"VBP RB PRP . PRP VBD PRP VBD , DT VBZ WRB PRP VBD PRP DT NN NN .","Are_VBP n't_RB we_PRP ?_. I_PRP thought_VBD we_PRP were_VBD ,_, that_DT 's_VBZ why_WRB you_PRP sold_VBD me_PRP the_DT car_NN lot_NN ._.",25.0,16,65,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",14,3.0,1
Long time ago now eh?,TANYA,long time ago now eh ?,long time ago eh,JJ NN RB RB VB .,Long_JJ time_NN ago_RB now_RB eh_VB ?_.,40.0,5,21,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",5,2.0,0
You had to open your big gob didn't you?,SEAN,you had to open your big gob did n't you ?,open big gob didnt,PRP VBD TO VB PRP$ JJ NN VBD RB PRP .,You_PRP had_VBD to_TO open_VB your_PRP$ big_JJ gob_NN did_VBD n't_RB you_PRP ?_.,25.0,10,40,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",9,0.0,0
"It's a big house. Look, there's plenty of room.",JANE,"it 's a big house . look , there 's plenty of room .",big house look there plenty room,"PRP VBZ DT JJ NN . VB , EX VBZ NN IN NN .","It_PRP 's_VBZ a_DT big_JJ house_NN ._. Look_VB ,_, there_EX 's_VBZ plenty_NN of_IN room_NN ._.",59.09090909090909,11,47,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",9,0.0,0
It was gonna be breakfast in bed. What are you doing up?,SEAN,it was gon na be breakfast in bed . what are you doing up ?,gonna breakfast bed,PRP VBD VBG RB VB VBN IN NN . WP VBP PRP VBG RP .,It_PRP was_VBD gon_VBG na_RB be_VB breakfast_VBN in_IN bed_NN ._. What_WP are_VBP you_PRP doing_VBG up_RP ?_.,19.230769230769234,13,56,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",12,0.0,0
You do?,GARRY,you do ?,,PRP VBP .,You_PRP do_VBP ?_.,0.0,2,7,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
You are still up for it?,JANE,you are still up for it ?,still,PRP VBP RB IN IN PRP .,You_PRP are_VBP still_RB up_IN for_IN it_PRP ?_.,33.333333333333336,6,24,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",6,0.0,0
What?,JANE,what ?,,WP .,What_WP ?_.,0.0,1,5,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
"Which is why I didn't check it until now. You booked it for next Friday instead of this one.Still, I suppose we can always have a street party in February, you moron.",CHRISTIAN,"which is why i did n't check it until now . you booked it for next friday instead of this one.still , i suppose we can always have a street party in february , you moron .",didnt check booked next friday instead one still suppose always street party february moron,"WDT VBZ WRB PRP VBD RB VB PRP IN RB . PRP VBD PRP IN JJ NNP RB IN DT NN . RB , PRP VBP PRP MD RB VB DT NN NN IN NNP , PRP VBP .","Which_WDT is_VBZ why_WRB I_PRP did_VBD n't_RB check_VB it_PRP until_IN now_RB ._. You_PRP booked_VBD it_PRP for_IN next_JJ Friday_NNP instead_RB of_IN this_DT one_NN ._. Still_RB ,_, I_PRP suppose_VBP we_PRP can_MD always_RB have_VB a_DT street_NN party_NN in_IN February_NNP ,_, you_PRP moron_VBP ._.",39.705882352941174,34,166,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",32,6.0,0
He will. We both will.,MAX,he will . we both will .,,PRP MD . PRP DT MD .,He_PRP will_MD ._. We_PRP both_DT will_MD ._.,40.0,5,22,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",5,2.0,0
Right come on. Let's have a game of Dead Arm.,GARRY,right come on . let 's have a game of dead arm .,right come let game dead arm,RB VBN IN . NNP POS VB DT NN IN JJ NNP .,Right_RB come_VBN on_IN ._. Let_NNP 's_POS have_VB a_DT game_NN of_IN Dead_JJ Arm_NNP ._.,68.18181818181819,11,45,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",10,2.0,0
"I hope you've got your dancing shoes on, coz I am in the mood to party.",ROXY,"i hope you 've got your dancing shoes on , coz i am in the mood to party .",hope youve got dancing shoe coz mood party,"PRP VBP PRP VBP VBN PRP$ NN NNS IN , NN PRP VBP IN DT NN TO NN .","I_PRP hope_VBP you_PRP 've_VBP got_VBN your_PRP$ dancing_NN shoes_NNS on_IN ,_, coz_NN I_PRP am_VBP in_IN the_DT mood_NN to_TO party_NN ._.",50.0,17,71,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",16,7.0,0
"Terrific.  Oh well. Just have to busk it, won't we?",TANYA,"terrific . oh well . just have to busk it , wo n't we ?",terrific oh well busk wont,"NNP . NNP RB . RB VBP TO VB PRP , MD RB PRP .","Terrific_NNP ._. Oh_NNP well_RB ._. Just_RB have_VBP to_TO busk_VB it_PRP ,_, wo_MD n't_RB we_PRP ?_.",27.272727272727273,11,51,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",10,5.0,0
You going somewhere?,ROXY,you going somewhere ?,going somewhere,PRP VBG RB .,You_PRP going_VBG somewhere_RB ?_.,7.105427357601002e-15,3,20,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",3,1.0,0
"Yeah, you need me don't you? You always need me. Is that all it is?",SEAN,"yeah , you need me do n't you ? you always need me . is that all it is ?",yeah need dont always need,"UH , PRP VBP PRP VBP RB PRP . PRP RB VB PRP . VBZ IN DT PRP VBZ .","Yeah_UH ,_, you_PRP need_VBP me_PRP do_VBP n't_RB you_PRP ?_. You_PRP always_RB need_VB me_PRP ._. Is_VBZ that_IN all_DT it_PRP is_VBZ ?_.",12.5,16,67,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",15,2.0,0
Quite proud of him I suppose.,RONNIE,quite proud of him i suppose .,quite proud suppose,NNP NN IN PRP PRP VBP .,Quite_NNP proud_NN of_IN him_PRP I_PRP suppose_VBP ._.,50.0,6,29,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",6,1.0,0
"Right. First rule of negotiations Minty, alright.  Always get your hands on what the enemy want. Now Queenie will do absolutely anything for Orville over there. OK? Trust me.Hello Pretty, Pretty, Pretty. Come to Uncle Garry.",GARRY,"right . first rule of negotiations minty , alright . always get your hands on what the enemy want . now queenie will do absolutely anything for orville over there . ok ? trust me.hello pretty , pretty , pretty . come to uncle garry .",right first rule negotiation minty alright always get hand enemy want queenie absolutely anything orville ok trust hello pretty pretty pretty come uncle garry,"RB . NNP NN IN NNS NNP , NN . NNP VB PRP$ NNS IN WP DT NN VBP . RB NNP MD VB RB NN IN NNP IN RB . NNP . NNP PRP . NNP NNP , NNP , NNP . NNP TO NNP NNP .","Right_RB ._. First_NNP rule_NN of_IN negotiations_NNS Minty_NNP ,_, alright_NN ._. Always_NNP get_VB your_PRP$ hands_NNS on_IN what_WP the_DT enemy_NN want_VBP ._. Now_RB Queenie_NNP will_MD do_VB absolutely_RB anything_NN for_IN Orville_NNP over_IN there_RB ._. OK_NNP ?_. Trust_NNP me_PRP ._. Hello_NNP Pretty_NNP ,_, Pretty_NNP ,_, Pretty_NNP ._. Come_NNP to_TO Uncle_NNP Garry_NNP ._.",70.27027027027027,37,224,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",36,8.0,0
"No, no, really, I don't. Honest.",HEATHER,"no , no , really , i do n't . honest .",really dont honest,"DT , DT , RB , PRP VBP RB . NNP .","No_DT ,_, no_DT ,_, really_RB ,_, I_PRP do_VBP n't_RB ._. Honest_NNP ._.",42.85714285714286,7,32,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",6,3.0,0
"Sorry, I...",IAN,"sorry , i ...",sorry,"NNP , NNP . .","Sorry_NNP ,_, I._NNP ._. ._.",100.0,2,11,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
It's very tempting.But I've gotta go.,RONNIE,it 's very tempting.but i 've got ta go .,tempting ive gotta go,PRP VBZ RB JJ . CC PRP VBP VBN RB VB .,It_PRP 's_VBZ very_RB tempting_JJ ._. But_CC I_PRP 've_VBP got_VBN ta_RB go_VB ._.,15.0,10,37,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",6,7.0,0
This all the only breakfast I need.,SHIRLEY,this all the only breakfast i need .,breakfast need,DT PDT DT JJ NN PRP VBP .,This_DT all_PDT the_DT only_JJ breakfast_NN I_PRP need_VBP ._.,71.42857142857142,7,35,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",7,3.0,0
Kind of just putting a positive spin on it for Hazel's sake. I've had a couple of days to think about it...it's for the best to be honest.,MINTY,kind of just putting a positive spin on it for hazel 's sake . i 've had a couple of days to think about it ... it 's for the best to be honest .,kind putting positive spin hazel sake ive couple day think best honest,NNP IN RB VBG DT JJ NN IN PRP IN NNP POS NN . PRP VBP VBD DT NN IN NNS TO VB IN PRP . . . PRP VBZ IN DT JJS TO VB JJS .,Kind_NNP of_IN just_RB putting_VBG a_DT positive_JJ spin_NN on_IN it_PRP for_IN Hazel_NNP 's_POS sake_NN ._. I_PRP 've_VBP had_VBD a_DT couple_NN of_IN days_NNS to_TO think_VB about_IN it_PRP ._. ._. ._. it_PRP 's_VBZ for_IN the_DT best_JJS to_TO be_VB honest_JJS ._.,60.9375,32,138,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",28,3.0,0
What?,GARRY,what ?,,WP .,What_WP ?_.,0.0,1,5,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
So has Jabba the Hut done one yet?,GARRY,so has jabba the hut done one yet ?,jabba hut done one yet,RB VBZ VBN DT NNP VBN CD RB .,So_RB has_VBZ Jabba_VBN the_DT Hut_NNP done_VBN one_CD yet_RB ?_.,31.25,8,34,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",8,0.0,1
"Everybody. Nut crackers!! Go on Hev, get in there, girl.",SHIRLEY,"everybody . nut crackers ! ! go on hev , get in there , girl .",everybody nut cracker go hev get girl,"NN . NNP NNS . . VB IN NNP , NN IN RB , NN .","Everybody_NN ._. Nut_NNP crackers_NNS !_. !_. Go_VB on_IN Hev_NNP ,_, get_NN in_IN there_RB ,_, girl_NN ._.",80.0,10,56,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",10,6.0,0
I thought you were in trouble! I was trying to help...,STEVEN,i thought you were in trouble ! i was trying to help ...,thought trouble trying help,PRP VBD PRP VBD IN NN . PRP VBD VBG TO VB . . .,I_PRP thought_VBD you_PRP were_VBD in_IN trouble_NN !_. I_PRP was_VBD trying_VBG to_TO help_VB ._. ._. ._.,22.727272727272734,11,54,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",11,0.0,0
Well he just heard ya. So are you done now?,PHIL,well he just heard ya . so are you done now ?,well heard ya done,RB PRP RB VBD PRP . CC VBP PRP VBN RB .,Well_RB he_PRP just_RB heard_VBD ya_PRP ._. So_CC are_VBP you_PRP done_VBN now_RB ?_.,5.0,10,43,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",10,2.0,0
For the last time. It is not a gay date.,IAN,for the last time . it is not a gay date .,last time gay date,IN DT JJ NN . PRP VBZ RB DT NN NN .,For_IN the_DT last_JJ time_NN ._. It_PRP is_VBZ not_RB a_DT gay_NN date_NN ._.,70.0,10,40,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",10,2.0,0
"You're not going to do this, Max.",TANYA,"you 're not going to do this , max .",youre going max,"PRP VBP RB VBG TO VB DT , NNP .","You_PRP 're_VBP not_RB going_VBG to_TO do_VB this_DT ,_, Max_NNP ._.",31.25,8,33,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",7,0.0,0
Mmmm...,SEAN,mmmm ...,mmmm,NNP . . .,Mmmm_NNP ._. ._. ._.,100.0,1,7,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
"Maybe I've been too hard on her. Perhaps we should try that counselling you suggested, see if that works.",IAN,"maybe i 've been too hard on her . perhaps we should try that counselling you suggested , see if that works .",maybe ive hard perhaps try counselling suggested see work,"RB PRP VBP VBN RB JJ IN PRP . RB PRP MD VB IN VBG PRP VBN , VB IN DT VBZ .","Maybe_RB I_PRP 've_VBP been_VBN too_RB hard_JJ on_IN her_PRP ._. Perhaps_RB we_PRP should_MD try_VB that_IN counselling_VBG you_PRP suggested_VBN ,_, see_VB if_IN that_DT works_VBZ ._.",27.5,20,105,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",19,6.0,0
C'mon! C'mon one hit should do it right to the temple.  In some cases a blow to the head is as good as a knife or a bullet.  I should know.,SEAN,c'mon ! c'mon one hit should do it right to the temple . in some cases a blow to the head is as good as a knife or a bullet . i should know .,cmon cmon one hit right temple case blow head good knife bullet know,NN . NNP CD NN MD VB PRP RB TO DT NN . IN DT NNS DT NN TO DT NN VBZ RB JJ IN DT NN CC DT NN . PRP MD VB .,C'mon_NN !_. C'mon_NNP one_CD hit_NN should_MD do_VB it_PRP right_RB to_TO the_DT temple_NN ._. In_IN some_DT cases_NNS a_DT blow_NN to_TO the_DT head_NN is_VBZ as_RB good_JJ as_IN a_DT knife_NN or_CC a_DT bullet_NN ._. I_PRP should_MD know_VB ._.,67.74193548387098,33,139,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",31,11.0,0
"Alright, I'll cover you...",JANE,"alright , i 'll cover you ...",alright ill cover,"NNP , PRP MD VB PRP . . .","Alright_NNP ,_, I_PRP 'll_MD cover_VB you_PRP ._. ._. ._.",30.0,5,26,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,8.0,0
"I'm having a very bad day Mo, alright.",GARRY,"i 'm having a very bad day mo , alright .",im bad day mo alright,"PRP VBP VBG DT RB JJ NN NNP , NN .","I_PRP 'm_VBP having_VBG a_DT very_RB bad_JJ day_NN Mo_NNP ,_, alright_NN ._.",55.55555555555556,9,38,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",8,3.0,0
So it's 7 in the Vic and then a curry?,HEATHER,so it 's 7 in the vic and then a curry ?,vic curry,IN PRP VBZ CD IN DT NNP CC RB DT NN .,So_IN it_PRP 's_VBZ 7_CD in_IN the_DT Vic_NNP and_CC then_RB a_DT curry_NN ?_.,63.63636363636364,11,38,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",10,4.0,0
"Tanya, chill out alright.",SEAN,"tanya , chill out alright .",tanya chill alright,"NNP , VBZ RP RB .","Tanya_NNP ,_, chill_VBZ out_RP alright_RB ._.",37.5,4,25,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,1.0,0
It's money well spent I'd say.,GARRY,it 's money well spent i 'd say .,money well spent id say,PRP VBZ NN RB VBD PRP MD VB .,It_PRP 's_VBZ money_NN well_RB spent_VBD I_PRP 'd_MD say_VB ._.,18.75,8,30,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",6,1.0,0
Oi. Where have you been? Huh?  What were the texts about?,JACK,oi . where have you been ? huh ? what were the texts about ?,oi huh text,NNP . WRB VBP PRP VBN . NNP . WP VBD DT NN IN .,Oi_NNP ._. Where_WRB have_VBP you_PRP been_VBN ?_. Huh_NNP ?_. What_WP were_VBD the_DT texts_NN about_IN ?_.,45.45454545454545,11,57,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",11,0.0,0
"It's ... I can't ... I'm just being silly, you've got enough on your plate.  I'll go anyway.",TANYA,"it 's ... i ca n't ... i 'm just being silly , you 've got enough on your plate . i 'll go anyway .",cant im silly youve got enough plate ill go anyway,"PRP VBZ . . . PRP MD RB . . . PRP VBP RB VBG RB , PRP VBP VBN RB IN PRP$ NN . PRP MD VB RB .","It_PRP 's_VBZ ._. ._. ._. I_PRP ca_MD n't_RB ._. ._. ._. I_PRP 'm_VBP just_RB being_VBG silly_RB ,_, you_PRP 've_VBP got_VBN enough_RB on_IN your_PRP$ plate_NN ._. I_PRP 'll_MD go_VB anyway_RB ._.",14.285714285714285,21,92,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",16,7.0,0
Turns out we had a lot to say.,TANYA,turns out we had a lot to say .,turn lot say,VBZ RP PRP VBD DT NN TO VB .,Turns_VBZ out_RP we_PRP had_VBD a_DT lot_NN to_TO say_VB ._.,37.5,8,30,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",8,0.0,0
So you have seen him.,STACEY,so you have seen him .,seen,RB PRP VBP VBN PRP .,So_RB you_PRP have_VBP seen_VBN him_PRP ._.,0.0,5,21,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",5,2.0,0
It wasn't an accident.,ROXY,it was n't an accident .,wasnt accident,PRP VBD RB DT NN .,It_PRP was_VBD n't_RB an_DT accident_NN ._.,40.0,5,22,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,2.0,1
We'll get through it.,SHIRLEY,we 'll get through it .,well get,PRP MD VB IN PRP .,We_PRP 'll_MD get_VB through_IN it_PRP ._.,30.0,5,21,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,0.0,0
Where you been all afternoon? Not in here?,STACEY,where you been all afternoon ? not in here ?,afternoon,WRB PRP VBN DT NN . RB IN RB .,Where_WRB you_PRP been_VBN all_DT afternoon_NN ?_. Not_RB in_IN here_RB ?_.,37.5,8,42,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",8,2.0,0
Which is a pen and a bit of paper?,STACEY,which is a pen and a bit of paper ?,pen bit paper,WDT VBZ DT JJ CC DT NN IN NN .,Which_WDT is_VBZ a_DT pen_JJ and_CC a_DT bit_NN of_IN paper_NN ?_.,83.33333333333333,9,34,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",9,4.0,0
"Hi Rox, it's me. I'm sorry I didn't mean to shout earlier. You've probably drunk too many cocktails and pulled some bloke. But just call me and let me know you're okay.  Alright bye.",RONNIE,"hi rox , it 's me . i 'm sorry i did n't mean to shout earlier . you 've probably drunk too many cocktails and pulled some bloke . but just call me and let me know you 're okay . alright bye .",hi rox im sorry didnt mean shout earlier youve probably drunk many cocktail pulled bloke call let know youre okay alright bye,"NNP NNP , PRP VBZ PRP . PRP VBP JJ PRP VBD RB VB TO VB JJR . PRP VBP RB VB RB JJ NNS CC VBD DT NN . CC RB VB PRP CC VB PRP VB PRP VBP JJ . NNP NN .","Hi_NNP Rox_NNP ,_, it_PRP 's_VBZ me_PRP ._. I_PRP 'm_VBP sorry_JJ I_PRP did_VBD n't_RB mean_VB to_TO shout_VB earlier_JJR ._. You_PRP 've_VBP probably_RB drunk_VB too_RB many_JJ cocktails_NNS and_CC pulled_VBD some_DT bloke_NN ._. But_CC just_RB call_VB me_PRP and_CC let_VB me_PRP know_VB you_PRP 're_VBP okay_JJ ._. Alright_NNP bye_NN ._.",33.33333333333333,39,182,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",34,4.0,1
Can't see why you'd keep quiet about it.,SHIRLEY,ca n't see why you 'd keep quiet about it .,cant see youd keep quiet,NNP RB VB WRB PRP MD VB JJ IN PRP .,Ca_NNP n't_RB see_VB why_WRB you_PRP 'd_MD keep_VB quiet_JJ about_IN it_PRP ._.,35.0,10,40,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",8,3.0,0
"... I'm not here for a row, alright?",PHIL,"... i 'm not here for a row , alright ?",im row alright,". . . PRP VBP RB RB IN DT NN , RB .","._. ._. ._. I_PRP 'm_VBP not_RB here_RB for_IN a_DT row_NN ,_, alright_RB ?_.",37.5,8,36,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",7,3.0,0
Babe you're amazing.,MAX,babe you 're amazing .,babe youre amazing,NNP PRP VBP VBG .,Babe_NNP you_PRP 're_VBP amazing_VBG ._.,25.0,4,20,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",3,1.0,0
"Yeah, I burnt it.  Um, look, it's a long story. I'll tell you in a bit shall I?",TANYA,"yeah , i burnt it . um , look , it 's a long story . i 'll tell you in a bit shall i ?",yeah burnt um look long story ill tell bit shall,"UH , PRP VBP PRP . NNP , NN , PRP VBZ DT JJ NN . PRP MD VB PRP IN DT NN MD PRP .","Yeah_UH ,_, I_PRP burnt_VBP it_PRP ._. Um_NNP ,_, look_NN ,_, it_PRP 's_VBZ a_DT long_JJ story_NN ._. I_PRP 'll_MD tell_VB you_PRP in_IN a_DT bit_NN shall_MD I_PRP ?_.",45.0,20,79,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",18,1.0,0
You bitter warped and twisted old bag...,MINTY,you bitter warped and twisted old bag ...,bitter warped twisted old bag,PRP VBP JJ CC JJ JJ NN . . .,You_PRP bitter_VBP warped_JJ and_CC twisted_JJ old_JJ bag_NN ._. ._. ._.,64.28571428571428,7,40,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",7,3.0,0
Who wants a pyjama day?,TANYA,who wants a pyjama day ?,want pyjama day,WP VBZ DT NN NN .,Who_WP wants_VBZ a_DT pyjama_NN day_NN ?_.,60.0,5,23,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",5,3.0,0
"Look. The thing is Mrs Trott, I don't mean to be rude but this was a one night deal.",GARRY,"look . the thing is mrs trott , i do n't mean to be rude but this was a one night deal .",look thing mr trott dont mean rude one night deal,"NNP . DT NN VBZ NNP NNP , PRP VBP RB VB TO VB JJ CC DT VBD DT CD NN NN .","Look_NNP ._. The_DT thing_NN is_VBZ Mrs_NNP Trott_NNP ,_, I_PRP do_VBP n't_RB mean_VB to_TO be_VB rude_JJ but_CC this_DT was_VBD a_DT one_CD night_NN deal_NN ._.",57.5,20,84,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",19,4.0,0
"He has got to pay for what he did. And I'm gonna hit him where it'll hurt him most. He's not like you Sean. Underneath all the trappings, there's nothing there. So you got to decide. Are you going to help me?",TANYA,"he has got to pay for what he did . and i 'm gon na hit him where it 'll hurt him most . he 's not like you sean . underneath all the trappings , there 's nothing there . so you got to decide . are you going to help me ?",got pay im gonna hit itll hurt he like sean underneath trapping there nothing got decide going help,"PRP VBZ VBD TO VB IN WP PRP VBD . CC PRP VBP VBG TO VB PRP WRB PRP MD VB PRP RBS . PRP VBZ RB IN PRP VBP . IN PDT DT NNS , EX VBZ NN RB . IN PRP VBD TO VB . NNP PRP VBG TO VB PRP .","He_PRP has_VBZ got_VBD to_TO pay_VB for_IN what_WP he_PRP did_VBD ._. And_CC I_PRP 'm_VBP gon_VBG na_TO hit_VB him_PRP where_WRB it_PRP 'll_MD hurt_VB him_PRP most_RBS ._. He_PRP 's_VBZ not_RB like_IN you_PRP Sean_VBP ._. Underneath_IN all_PDT the_DT trappings_NNS ,_, there_EX 's_VBZ nothing_NN there_RB ._. So_IN you_PRP got_VBD to_TO decide_VB ._. Are_NNP you_PRP going_VBG to_TO help_VB me_PRP ?_.",26.595744680851062,47,208,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",42,1.0,0
No.,JANE,no .,,DT .,No_DT ._.,100.0,1,3,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
